OrderID,Data,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
ORD200605,8/31/2024,C49605,Monitor,2,$228.91,892 Main St,Debit Card,Shipped,TRK95620066,4,SAVE10,Referral,$457.82
ORD200606,9/1/2024,C85018,Laptop,3,$274.75,783 Main St,Cash,Cancelled,TRK54128886,3,SAVE10,Google,$824.25
ORD200607,9/2/2024,C96434,Printer,4,$634.05,282 Main St,Cash,Shipped,TRK56730647,6,SAVE10,Google,"$2,536.20"
ORD200608,9/3/2024,C32956,Laptop,5,$543.16,788 Main St,Online,Cancelled,TRK73140103,6,WINTER15,Instagram,"$2,715.80"
ORD200609,9/4/2024,C41137,Chair,3,$449.13,809 Main St,Cash,Returned,TRK52732162,5,FREESHIP,Referral,"$1,347.39"
ORD200610,9/5/2024,C60361,Desk,5,$389.62,623 Main St,Cash,Returned,TRK83566924,7,WINTER15,Facebook,"$1,948.10"
ORD200611,9/6/2024,C36688,Desk,1,$305.17,700 Main St,Gift Card,Returned,TRK35720426,3,,Referral,$305.17
ORD200612,9/7/2024,C51811,Chair,3,$445.12,339 Main St,Gift Card,Cancelled,TRK82377939,8,WINTER15,Google,"$1,335.36"
ORD200613,9/8/2024,C62405,Laptop,2,$230.36,154 Main St,Online,Returned,TRK14721763,4,,Email,$460.72
ORD200614,9/9/2024,C77363,Phone,1,$96.81,807 Main St,Gift Card,Cancelled,TRK12439827,3,WINTER15,Referral,$96.81
ORD200615,9/10/2024,C97218,Monitor,5,$460.14,252 Main St,Credit Card,Returned,TRK52632065,10,SAVE10,Facebook,"$2,300.70"
ORD200616,9/11/2024,C43919,Tablet,3,$601.60,984 Main St,Credit Card,Cancelled,TRK73113192,7,,Facebook,"$1,804.80"
ORD200617,9/12/2024,C57093,Tablet,3,$184.47,834 Main St,Online,Cancelled,TRK75469057,4,,Referral,$553.41
ORD200618,9/13/2024,C50565,Tablet,1,$411.34,399 Main St,Debit Card,Returned,TRK97981418,5,,Instagram,$411.34
ORD200619,9/14/2024,C38845,Laptop,1,$532.89,764 Main St,Gift Card,Pending,TRK47637374,2,SAVE10,Referral,$532.89
ORD200620,9/15/2024,C84834,Tablet,3,$136.34,866 Main St,Debit Card,Returned,TRK90136001,8,WINTER15,Referral,$409.02
ORD200621,9/16/2024,C37455,Phone,5,$476.01,146 Main St,Credit Card,Delivered,TRK82685594,7,,Google,"$2,380.05"
ORD200622,9/17/2024,C27078,Desk,5,$236.38,128 Main St,Credit Card,Returned,TRK89314307,7,FREESHIP,Facebook,"$1,181.90"
ORD200623,9/18/2024,C91941,Printer,3,$396.00,269 Main St,Gift Card,Cancelled,TRK21330732,4,,Instagram,"$1,188.00"
ORD200624,9/19/2024,C25967,Tablet,5,$341.96,747 Main St,Debit Card,Delivered,TRK88559278,6,WINTER15,Email,"$1,709.80"
ORD200625,9/20/2024,C22123,Tablet,1,$672.89,519 Main St,Credit Card,Pending,TRK43250279,1,SAVE10,Email,$672.89
ORD200626,9/21/2024,C45671,Tablet,2,$657.48,769 Main St,Online,Shipped,TRK18179773,5,FREESHIP,Referral,"$1,314.96"
ORD200627,9/22/2024,C53334,Chair,3,$498.68,879 Main St,Online,Returned,TRK31724421,4,FREESHIP,Email,"$1,496.04"
ORD200628,9/23/2024,C18717,Printer,5,$558.63,861 Main St,Cash,Pending,TRK58568806,8,,Referral,"$2,793.15"
ORD200629,9/24/2024,C50137,Phone,3,$19.73,840 Main St,Online,Pending,TRK91836131,3,,Referral,$59.19
ORD200630,9/25/2024,C51481,Monitor,5,$248.84,140 Main St,Debit Card,Cancelled,TRK33437701,10,WINTER15,Instagram,"$1,244.20"
ORD200631,9/26/2024,C99128,Chair,3,$46.11,360 Main St,Gift Card,Returned,TRK32426808,5,WINTER15,Referral,$138.33
ORD200632,9/27/2024,C67260,Laptop,5,$678.16,463 Main St,Gift Card,Delivered,TRK38229104,7,WINTER15,Facebook,"$3,390.80"
ORD200633,9/28/2024,C79533,Laptop,5,$601.72,921 Main St,Gift Card,Cancelled,TRK54711422,5,WINTER15,Instagram,"$3,008.60"
ORD200634,9/29/2024,C66906,Printer,2,$259.32,117 Main St,Gift Card,Delivered,TRK31633755,2,,Referral,$518.64
ORD200635,9/30/2024,C12818,Chair,3,$63.68,434 Main St,Cash,Returned,TRK40879983,6,WINTER15,Facebook,$191.04
ORD200636,10/1/2024,C60384,Laptop,4,$371.07,336 Main St,Cash,Cancelled,TRK92080037,7,WINTER15,Facebook,"$1,484.28"
ORD200637,10/2/2024,C92294,Chair,4,$306.35,784 Main St,Gift Card,Shipped,TRK23585765,7,WINTER15,Referral,"$1,225.40"
ORD200638,10/3/2024,C66840,Tablet,4,$578.27,547 Main St,Online,Delivered,TRK76929637,9,,Email,"$2,313.08"
ORD200639,10/4/2024,C22534,Chair,1,$529.19,391 Main St,Cash,Cancelled,TRK17415798,5,SAVE10,Referral,$529.19
ORD200640,10/5/2024,C46509,Chair,2,$587.49,647 Main St,Gift Card,Returned,TRK24241664,6,WINTER15,Referral,"$1,174.98"
ORD200641,10/6/2024,C71680,Printer,4,$567.57,814 Main St,Debit Card,Pending,TRK47386650,9,FREESHIP,Google,"$2,270.28"
ORD200642,10/7/2024,C15063,Chair,5,$85.22,527 Main St,Credit Card,Cancelled,TRK10329390,7,SAVE10,Email,$426.10
ORD200643,10/8/2024,C77122,Laptop,1,$438.37,647 Main St,Cash,Cancelled,TRK75814880,4,WINTER15,Referral,$438.37
ORD200644,10/9/2024,C86524,Chair,2,$366.23,961 Main St,Cash,Shipped,TRK62490506,2,SAVE10,Email,$732.46
ORD200645,10/10/2024,C82990,Laptop,2,$150.05,727 Main St,Credit Card,Cancelled,TRK68574801,4,SAVE10,Facebook,$300.10
ORD200646,10/11/2024,C98761,Chair,4,$498.51,804 Main St,Debit Card,Shipped,TRK43262630,4,FREESHIP,Google,"$1,994.04"
ORD200647,10/12/2024,C54409,Desk,3,$339.39,667 Main St,Cash,Returned,TRK67671316,7,WINTER15,Google,"$1,018.17"
ORD200648,10/13/2024,C89674,Monitor,2,$575.83,182 Main St,Online,Delivered,TRK45902512,3,FREESHIP,Referral,"$1,151.66"
ORD200649,10/14/2024,C45899,Monitor,2,$642.98,153 Main St,Debit Card,Returned,TRK32932093,7,SAVE10,Email,"$1,285.96"
ORD200650,10/15/2024,C74499,Desk,2,$372.23,518 Main St,Gift Card,Delivered,TRK93767278,7,,Email,$744.46
ORD200651,10/16/2024,C81192,Chair,3,$646.34,429 Main St,Debit Card,Pending,TRK76931118,5,FREESHIP,Google,"$1,939.02"
ORD200652,10/17/2024,C71473,Chair,5,$341.84,328 Main St,Online,Shipped,TRK94857335,8,WINTER15,Instagram,"$1,709.20"
ORD200653,10/18/2024,C59338,Printer,3,$690.30,747 Main St,Credit Card,Shipped,TRK12902764,6,,Google,"$2,070.90"
ORD200654,10/19/2024,C62661,Tablet,3,$382.37,863 Main St,Debit Card,Returned,TRK25748100,8,WINTER15,Instagram,"$1,147.11"
ORD200655,10/20/2024,C22101,Chair,2,$132.60,262 Main St,Debit Card,Cancelled,TRK70711522,4,SAVE10,Email,$265.20
ORD200656,10/21/2024,C51404,Monitor,2,$189.06,835 Main St,Gift Card,Shipped,TRK85682500,7,FREESHIP,Facebook,$378.12
ORD200657,10/22/2024,C19384,Tablet,4,$87.79,532 Main St,Cash,Cancelled,TRK33207064,6,SAVE10,Instagram,$351.16
ORD200658,10/23/2024,C86864,Printer,2,$46.36,670 Main St,Gift Card,Returned,TRK15323191,4,WINTER15,Google,$92.72
ORD200659,10/24/2024,C24301,Phone,2,$642.04,964 Main St,Gift Card,Delivered,TRK55000075,4,WINTER15,Email,"$1,284.08"
ORD200660,10/25/2024,C43842,Chair,2,$651.57,933 Main St,Debit Card,Shipped,TRK54084424,7,FREESHIP,Facebook,"$1,303.14"
ORD200661,10/26/2024,C63657,Tablet,3,$424.89,116 Main St,Debit Card,Cancelled,TRK86378984,6,,Google,"$1,274.67"
ORD200662,10/27/2024,C98332,Laptop,3,$438.89,985 Main St,Cash,Returned,TRK85744797,3,FREESHIP,Facebook,"$1,316.67"
ORD200663,10/28/2024,C59774,Monitor,1,$72.60,941 Main St,Debit Card,Cancelled,TRK87635135,6,,Instagram,$72.60
ORD200664,10/29/2024,C14847,Laptop,4,$194.75,188 Main St,Cash,Shipped,TRK46492755,5,WINTER15,Facebook,$779.00
ORD200665,10/30/2024,C83653,Tablet,4,$231.26,253 Main St,Online,Shipped,TRK32619935,6,,Google,$925.04
ORD200666,10/31/2024,C35711,Monitor,4,$327.12,788 Main St,Credit Card,Cancelled,TRK45281495,4,SAVE10,Email,"$1,308.48"
ORD200667,11/1/2024,C10477,Laptop,1,$466.42,172 Main St,Gift Card,Pending,TRK41505339,5,WINTER15,Email,$466.42
ORD200668,11/2/2024,C61257,Monitor,2,$253.67,981 Main St,Cash,Returned,TRK25226070,3,,Facebook,$507.34
ORD200669,11/3/2024,C60547,Desk,1,$257.00,812 Main St,Debit Card,Cancelled,TRK65694249,5,FREESHIP,Referral,$257.00
ORD200670,11/4/2024,C14576,Desk,4,$539.20,747 Main St,Credit Card,Pending,TRK21637540,8,WINTER15,Google,"$2,156.80"
ORD200671,11/5/2024,C49282,Chair,5,$50.74,737 Main St,Gift Card,Cancelled,TRK88653901,7,SAVE10,Google,$253.70
ORD200672,11/6/2024,C14017,Phone,2,$624.16,984 Main St,Debit Card,Shipped,TRK71009446,2,SAVE10,Instagram,"$1,248.32"
ORD200673,11/7/2024,C46504,Tablet,2,$372.92,131 Main St,Credit Card,Delivered,TRK95024356,7,SAVE10,Email,$745.84
ORD200674,11/8/2024,C56928,Laptop,4,$358.75,860 Main St,Gift Card,Delivered,TRK57792939,9,,Facebook,"$1,435.00"
ORD200675,11/9/2024,C97749,Desk,3,$342.02,906 Main St,Debit Card,Pending,TRK90233116,5,FREESHIP,Email,"$1,026.06"
ORD200676,11/10/2024,C90431,Laptop,2,$422.34,985 Main St,Credit Card,Cancelled,TRK44151723,4,FREESHIP,Instagram,$844.68
ORD200677,11/11/2024,C56722,Tablet,5,$22.07,179 Main St,Online,Cancelled,TRK78778569,7,WINTER15,Instagram,$110.35
ORD200678,11/12/2024,C40863,Chair,3,$163.13,457 Main St,Gift Card,Shipped,TRK20553345,5,FREESHIP,Facebook,$489.39
ORD200679,11/13/2024,C40798,Tablet,3,$360.66,304 Main St,Online,Returned,TRK66106697,5,,Instagram,"$1,081.98"
ORD200680,11/14/2024,C16702,Monitor,3,$463.39,694 Main St,Credit Card,Returned,TRK16953491,3,,Facebook,"$1,390.17"
ORD200681,11/15/2024,C38262,Tablet,1,$155.27,548 Main St,Debit Card,Shipped,TRK47300502,6,FREESHIP,Email,$155.27
ORD200682,11/16/2024,C50274,Monitor,3,$509.42,449 Main St,Credit Card,Cancelled,TRK91729086,5,FREESHIP,Google,"$1,528.26"
ORD200683,11/17/2024,C91591,Desk,4,$652.48,887 Main St,Cash,Pending,TRK23554043,5,,Instagram,"$2,609.92"
ORD200684,11/18/2024,C96583,Printer,4,$34.84,288 Main St,Credit Card,Shipped,TRK64353241,8,FREESHIP,Email,$139.36
ORD200685,11/19/2024,C64579,Desk,1,$234.37,638 Main St,Debit Card,Shipped,TRK10276565,5,WINTER15,Email,$234.37
ORD200686,11/20/2024,C41903,Desk,3,$53.60,525 Main St,Cash,Pending,TRK59112382,4,FREESHIP,Facebook,$160.80
ORD200687,11/21/2024,C19742,Tablet,1,$332.09,408 Main St,Gift Card,Returned,TRK68845230,5,WINTER15,Instagram,$332.09
ORD200688,11/22/2024,C20077,Monitor,4,$593.22,154 Main St,Credit Card,Cancelled,TRK36415742,8,,Facebook,"$2,372.88"
ORD200689,11/23/2024,C13186,Tablet,2,$444.84,787 Main St,Online,Shipped,TRK56967415,7,,Facebook,$889.68
ORD200690,11/24/2024,C29318,Monitor,1,$24.48,128 Main St,Gift Card,Returned,TRK88666721,1,,Instagram,$24.48
ORD200691,11/25/2024,C36137,Laptop,3,$239.08,396 Main St,Cash,Shipped,TRK57376416,8,WINTER15,Google,$717.24
ORD200692,11/26/2024,C25534,Desk,5,$196.84,319 Main St,Credit Card,Delivered,TRK68347402,5,,Instagram,$984.20
ORD200693,11/27/2024,C62070,Monitor,1,$176.58,674 Main St,Debit Card,Returned,TRK10267127,4,FREESHIP,Referral,$176.58
ORD200694,11/28/2024,C92049,Printer,4,$666.52,619 Main St,Cash,Shipped,TRK32287092,8,FREESHIP,Email,"$2,666.08"
ORD200695,11/29/2024,C52604,Printer,5,$101.30,553 Main St,Online,Shipped,TRK48839788,7,WINTER15,Email,$506.50
ORD200696,11/30/2024,C22429,Chair,4,$151.20,965 Main St,Gift Card,Pending,TRK38572927,9,WINTER15,Facebook,$604.80
ORD200697,12/1/2024,C27430,Printer,5,$94.85,788 Main St,Cash,Shipped,TRK45025840,6,WINTER15,Email,$474.25
ORD200698,12/2/2024,C44366,Laptop,2,$388.22,169 Main St,Cash,Delivered,TRK48658394,2,,Instagram,$776.44
ORD200699,12/3/2024,C36813,Laptop,3,$614.15,897 Main St,Gift Card,Cancelled,TRK84088900,3,WINTER15,Facebook,"$1,842.45"
ORD200700,12/4/2024,C40201,Laptop,2,$92.91,555 Main St,Cash,Returned,TRK30198779,3,FREESHIP,Instagram,$185.82
ORD200701,12/5/2024,C75456,Monitor,3,$92.22,115 Main St,Credit Card,Delivered,TRK90519490,5,,Email,$276.66
ORD200702,12/6/2024,C33315,Printer,3,$562.55,154 Main St,Debit Card,Returned,TRK43589369,6,WINTER15,Email,"$1,687.65"
ORD200703,12/7/2024,C89336,Desk,1,$92.79,799 Main St,Cash,Pending,TRK47665103,3,FREESHIP,Email,$92.79
ORD200704,12/8/2024,C96034,Desk,4,$30.27,819 Main St,Online,Delivered,TRK87261034,9,FREESHIP,Google,$121.08
ORD200705,12/9/2024,C50114,Monitor,2,$49.08,420 Main St,Debit Card,Returned,TRK20214786,7,FREESHIP,Instagram,$98.16
ORD200706,12/10/2024,C85330,Desk,5,$228.09,969 Main St,Gift Card,Returned,TRK97693301,9,SAVE10,Facebook,"$1,140.45"
ORD200707,12/11/2024,C31761,Chair,4,$650.04,989 Main St,Gift Card,Cancelled,TRK17628852,6,FREESHIP,Facebook,"$2,600.16"
ORD200708,12/12/2024,C25268,Printer,1,$665.11,788 Main St,Cash,Pending,TRK20481215,3,FREESHIP,Instagram,$665.11
ORD200709,12/13/2024,C17132,Desk,1,$386.03,855 Main St,Online,Pending,TRK37504692,4,,Google,$386.03
ORD200710,12/14/2024,C48790,Laptop,5,$21.54,113 Main St,Gift Card,Returned,TRK19086608,10,WINTER15,Google,$107.70
ORD200711,12/15/2024,C61070,Tablet,2,$475.78,632 Main St,Online,Shipped,TRK90764894,2,FREESHIP,Google,$951.56
ORD200712,12/16/2024,C56969,Tablet,2,$68.40,993 Main St,Gift Card,Pending,TRK10513339,7,SAVE10,Email,$136.80
ORD200713,12/17/2024,C65056,Tablet,4,$532.49,638 Main St,Online,Cancelled,TRK31705278,6,FREESHIP,Facebook,"$2,129.96"
ORD200714,12/18/2024,C84888,Laptop,1,$51.73,278 Main St,Debit Card,Pending,TRK23612847,1,FREESHIP,Facebook,$51.73
ORD200715,12/19/2024,C68266,Printer,3,$653.63,281 Main St,Online,Delivered,TRK96161062,7,WINTER15,Email,"$1,960.89"
ORD200716,12/20/2024,C84115,Chair,3,$454.29,891 Main St,Credit Card,Pending,TRK25466842,4,WINTER15,Google,"$1,362.87"
ORD200717,12/21/2024,C50087,Chair,3,$122.11,707 Main St,Online,Delivered,TRK31143760,4,SAVE10,Email,$366.33
ORD200718,12/22/2024,C16790,Laptop,4,$64.74,718 Main St,Gift Card,Cancelled,TRK91791367,8,FREESHIP,Google,$258.96
ORD200719,12/23/2024,C46920,Laptop,2,$681.06,703 Main St,Debit Card,Shipped,TRK86403837,3,FREESHIP,Facebook,"$1,362.12"
ORD200720,12/24/2024,C12740,Desk,5,$128.95,305 Main St,Cash,Pending,TRK98506513,10,,Instagram,$644.75
ORD200721,12/25/2024,C46557,Desk,2,$118.59,890 Main St,Credit Card,Delivered,TRK56110689,2,WINTER15,Email,$237.18
ORD200722,12/26/2024,C58156,Printer,1,$95.10,516 Main St,Gift Card,Pending,TRK49719458,1,SAVE10,Instagram,$95.10
ORD200723,12/27/2024,C14455,Desk,3,$54.95,385 Main St,Cash,Returned,TRK50933724,8,FREESHIP,Referral,$164.85
ORD200724,12/28/2024,C63150,Printer,3,$136.97,326 Main St,Credit Card,Returned,TRK19348078,4,,Referral,$410.91
ORD200725,12/29/2024,C95269,Chair,2,$194.85,372 Main St,Gift Card,Returned,TRK45670926,5,FREESHIP,Referral,$389.70
ORD200726,12/30/2024,C18105,Laptop,4,$583.02,338 Main St,Online,Delivered,TRK94006117,4,SAVE10,Facebook,"$2,332.08"
ORD200727,12/31/2024,C29063,Chair,5,$95.75,379 Main St,Online,Shipped,TRK92745947,8,WINTER15,Instagram,$478.75
ORD200728,1/1/2025,C10154,Desk,4,$325.76,827 Main St,Gift Card,Shipped,TRK79793300,8,SAVE10,Email,"$1,303.04"
ORD200729,1/2/2025,C36997,Phone,4,$186.41,819 Main St,Gift Card,Pending,TRK92794872,6,SAVE10,Google,$745.64
ORD200730,1/3/2025,C77357,Phone,1,$474.60,407 Main St,Debit Card,Delivered,TRK91943923,4,,Email,$474.60
ORD200731,1/4/2025,C71310,Printer,5,$584.46,308 Main St,Credit Card,Returned,TRK48292586,8,,Email,"$2,922.30"
ORD200732,1/5/2025,C80987,Laptop,1,$132.05,787 Main St,Online,Delivered,TRK42187776,2,SAVE10,Google,$132.05
ORD200733,1/6/2025,C90757,Tablet,4,$494.84,694 Main St,Cash,Returned,TRK87991608,8,WINTER15,Email,"$1,979.36"
ORD200734,1/7/2025,C51898,Printer,4,$224.61,630 Main St,Credit Card,Returned,TRK19767885,6,,Facebook,$898.44
ORD200735,1/8/2025,C94508,Monitor,4,$44.07,359 Main St,Debit Card,Pending,TRK13443264,6,FREESHIP,Email,$176.28
ORD200736,1/9/2025,C59441,Monitor,5,$418.53,696 Main St,Credit Card,Pending,TRK66186874,6,FREESHIP,Google,"$2,092.65"
ORD200737,1/10/2025,C91029,Phone,4,$532.87,972 Main St,Cash,Pending,TRK25501930,9,SAVE10,Instagram,"$2,131.48"
ORD200738,1/11/2025,C96261,Phone,2,$485.37,264 Main St,Credit Card,Shipped,TRK44998396,5,SAVE10,Email,$970.74
ORD200739,1/12/2025,C35123,Phone,4,$386.73,513 Main St,Cash,Delivered,TRK58979275,4,,Facebook,"$1,546.92"
ORD200740,1/13/2025,C10892,Desk,2,$377.47,433 Main St,Cash,Pending,TRK76154554,7,,Google,$754.94
ORD200741,1/14/2025,C99683,Monitor,5,$332.64,945 Main St,Gift Card,Delivered,TRK87305883,10,SAVE10,Referral,"$1,663.20"
ORD200742,1/15/2025,C41974,Laptop,3,$699.93,726 Main St,Cash,Returned,TRK48051468,7,WINTER15,Google,"$2,099.79"
ORD200743,1/16/2025,C23978,Monitor,1,$576.35,549 Main St,Gift Card,Returned,TRK87090813,1,SAVE10,Instagram,$576.35
ORD200744,1/17/2025,C10642,Tablet,2,$461.37,200 Main St,Cash,Delivered,TRK98725693,5,FREESHIP,Google,$922.74
ORD200745,1/18/2025,C73813,Printer,4,$111.30,364 Main St,Debit Card,Pending,TRK89906749,7,WINTER15,Email,$445.20
ORD200746,1/19/2025,C32183,Desk,3,$661.89,551 Main St,Online,Cancelled,TRK76287027,6,FREESHIP,Referral,"$1,985.67"
ORD200747,1/20/2025,C54277,Tablet,2,$259.58,940 Main St,Debit Card,Delivered,TRK26500181,7,FREESHIP,Instagram,$519.16
ORD200748,1/21/2025,C56553,Tablet,3,$70.81,249 Main St,Credit Card,Shipped,TRK37667360,8,FREESHIP,Referral,$212.43
ORD200749,1/22/2025,C17551,Laptop,1,$518.39,997 Main St,Debit Card,Pending,TRK88797170,4,FREESHIP,Instagram,$518.39
ORD200750,1/23/2025,C14737,Tablet,4,$145.41,637 Main St,Credit Card,Returned,TRK10295115,7,FREESHIP,Email,$581.64
ORD200751,1/24/2025,C35168,Tablet,2,$599.86,455 Main St,Gift Card,Pending,TRK76960854,7,FREESHIP,Facebook,"$1,199.72"
ORD200752,1/25/2025,C82217,Phone,4,$429.37,299 Main St,Credit Card,Delivered,TRK33305694,8,FREESHIP,Google,"$1,717.48"
ORD200753,1/26/2025,C42270,Phone,2,$241.49,864 Main St,Debit Card,Returned,TRK72697796,7,WINTER15,Instagram,$482.98
ORD200754,1/27/2025,C48846,Printer,2,$452.05,983 Main St,Credit Card,Returned,TRK52804097,3,,Email,$904.10
ORD200755,1/28/2025,C54160,Desk,3,$336.71,658 Main St,Credit Card,Pending,TRK60515972,4,,Email,"$1,010.13"
ORD200756,1/29/2025,C14080,Phone,1,$283.69,202 Main St,Gift Card,Shipped,TRK93163682,6,FREESHIP,Google,$283.69
ORD200757,1/30/2025,C81074,Desk,1,$157.72,597 Main St,Debit Card,Delivered,TRK91105190,2,WINTER15,Google,$157.72
ORD200758,1/31/2025,C69021,Tablet,3,$624.84,917 Main St,Credit Card,Cancelled,TRK57148510,8,FREESHIP,Facebook,"$1,874.52"
ORD200759,2/1/2025,C96283,Desk,3,$308.01,366 Main St,Cash,Pending,TRK91784124,3,,Facebook,$924.03
ORD200760,2/2/2025,C96636,Desk,1,$39.56,283 Main St,Debit Card,Cancelled,TRK73324346,5,,Google,$39.56
ORD200761,2/3/2025,C37235,Desk,4,$37.76,217 Main St,Debit Card,Delivered,TRK67789367,7,FREESHIP,Google,$151.04
ORD200762,2/4/2025,C12444,Phone,3,$76.96,611 Main St,Cash,Returned,TRK97621403,8,FREESHIP,Email,$230.88
ORD200763,2/5/2025,C79142,Laptop,1,$569.96,533 Main St,Online,Delivered,TRK30915955,4,FREESHIP,Email,$569.96
ORD200764,2/6/2025,C35983,Laptop,5,$627.43,806 Main St,Credit Card,Cancelled,TRK14016163,10,SAVE10,Email,"$3,137.15"
ORD200765,2/7/2025,C36150,Laptop,2,$534.91,281 Main St,Debit Card,Returned,TRK96249043,5,FREESHIP,Google,"$1,069.82"
ORD200766,2/8/2025,C91454,Printer,2,$278.88,494 Main St,Debit Card,Pending,TRK99985340,3,,Referral,$557.76
ORD200767,2/9/2025,C19368,Tablet,2,$323.22,517 Main St,Credit Card,Delivered,TRK80436037,7,WINTER15,Instagram,$646.44
ORD200768,2/10/2025,C35987,Tablet,5,$653.46,165 Main St,Cash,Cancelled,TRK28918815,9,,Email,"$3,267.30"
ORD200769,2/11/2025,C13366,Printer,4,$678.55,568 Main St,Cash,Delivered,TRK98691410,5,,Email,"$2,714.20"
ORD200770,2/12/2025,C72166,Desk,1,$314.38,227 Main St,Online,Returned,TRK67733444,6,FREESHIP,Google,$314.38
ORD200771,2/13/2025,C20357,Phone,3,$692.44,272 Main St,Debit Card,Cancelled,TRK82236408,8,,Google,"$2,077.32"
ORD200772,2/14/2025,C33802,Monitor,1,$604.87,461 Main St,Online,Delivered,TRK25799478,4,,Instagram,$604.87
ORD200773,2/15/2025,C99205,Phone,2,$512.33,415 Main St,Cash,Cancelled,TRK48904015,7,FREESHIP,Facebook,"$1,024.66"
ORD200774,2/16/2025,C29701,Chair,3,$20.54,257 Main St,Credit Card,Cancelled,TRK42266846,3,,Instagram,$61.62
ORD200775,2/17/2025,C73941,Phone,2,$625.22,569 Main St,Online,Cancelled,TRK22051900,5,WINTER15,Google,"$1,250.44"
ORD200776,2/18/2025,C69168,Tablet,1,$21.19,482 Main St,Cash,Returned,TRK10446197,5,,Google,$21.19
ORD200777,2/19/2025,C66116,Chair,5,$64.49,633 Main St,Online,Cancelled,TRK41967983,7,WINTER15,Facebook,$322.45
ORD200778,2/20/2025,C85059,Laptop,4,$246.85,316 Main St,Credit Card,Shipped,TRK56503740,8,FREESHIP,Google,$987.40
ORD200779,2/21/2025,C18076,Phone,3,$588.74,751 Main St,Debit Card,Pending,TRK26661705,8,WINTER15,Email,"$1,766.22"
ORD200780,2/22/2025,C41284,Laptop,4,$184.48,661 Main St,Online,Cancelled,TRK73613128,4,FREESHIP,Google,$737.92
ORD200781,2/23/2025,C43524,Phone,5,$524.26,934 Main St,Gift Card,Delivered,TRK51479426,5,SAVE10,Referral,"$2,621.30"
ORD200782,2/24/2025,C58063,Monitor,2,$493.63,167 Main St,Online,Returned,TRK50548869,6,FREESHIP,Referral,$987.26
ORD200783,2/25/2025,C19937,Printer,1,$438.34,281 Main St,Gift Card,Returned,TRK46990083,5,WINTER15,Facebook,$438.34
ORD200784,2/26/2025,C21191,Laptop,1,$325.81,232 Main St,Credit Card,Pending,TRK85771230,1,SAVE10,Referral,$325.81
ORD200785,2/27/2025,C45862,Chair,1,$176.10,342 Main St,Credit Card,Pending,TRK53089983,1,,Instagram,$176.10
ORD200786,2/28/2025,C39130,Chair,5,$45.31,774 Main St,Online,Cancelled,TRK99583414,8,,Referral,$226.55
ORD200787,3/1/2025,C18167,Desk,4,$221.96,193 Main St,Cash,Delivered,TRK36841089,7,FREESHIP,Google,$887.84
ORD200788,3/2/2025,C47307,Chair,2,$601.43,761 Main St,Online,Pending,TRK43516112,5,SAVE10,Instagram,"$1,202.86"
ORD200789,3/3/2025,C57276,Tablet,5,$691.28,183 Main St,Online,Delivered,TRK75899752,10,,Email,"$3,456.40"
ORD200790,3/4/2025,C38928,Laptop,4,$417.89,302 Main St,Gift Card,Pending,TRK96636009,4,,Google,"$1,671.56"
ORD200791,3/5/2025,C49710,Chair,4,$409.28,956 Main St,Cash,Pending,TRK92591237,8,WINTER15,Email,"$1,637.12"
ORD200792,3/6/2025,C41709,Desk,2,$356.35,746 Main St,Debit Card,Returned,TRK90995294,6,,Facebook,$712.70
ORD200793,3/7/2025,C91255,Chair,5,$170.22,769 Main St,Debit Card,Delivered,TRK69599961,8,FREESHIP,Referral,$851.10
ORD200794,3/8/2025,C76653,Printer,4,$384.85,988 Main St,Online,Delivered,TRK77052196,9,SAVE10,Instagram,"$1,539.40"
ORD200795,3/9/2025,C95667,Laptop,4,$115.77,586 Main St,Online,Pending,TRK41266666,7,WINTER15,Instagram,$463.08
ORD200796,3/10/2025,C33313,Phone,3,$579.55,882 Main St,Gift Card,Returned,TRK13349970,8,,Facebook,"$1,738.65"
ORD200797,3/11/2025,C36825,Laptop,2,$438.76,426 Main St,Debit Card,Returned,TRK72557318,2,FREESHIP,Facebook,$877.52
ORD200798,3/12/2025,C20861,Phone,5,$488.35,968 Main St,Debit Card,Returned,TRK89372013,9,FREESHIP,Email,"$2,441.75"
ORD200799,3/13/2025,C26364,Laptop,4,$328.56,803 Main St,Debit Card,Returned,TRK78924436,4,WINTER15,Email,"$1,314.24"
ORD200800,3/14/2025,C34686,Tablet,1,$68.39,412 Main St,Online,Returned,TRK99468332,3,FREESHIP,Facebook,$68.39
ORD200801,3/15/2025,C97593,Printer,4,$595.62,738 Main St,Debit Card,Pending,TRK58443593,8,FREESHIP,Facebook,"$2,382.48"
ORD200802,3/16/2025,C84331,Chair,5,$644.64,205 Main St,Gift Card,Cancelled,TRK34440714,6,SAVE10,Email,"$3,223.20"
ORD200803,3/17/2025,C88775,Monitor,5,$397.81,223 Main St,Debit Card,Returned,TRK45098068,5,FREESHIP,Referral,"$1,989.05"
ORD200804,3/18/2025,C76362,Chair,3,$236.50,916 Main St,Online,Delivered,TRK11868618,8,SAVE10,Email,$709.50
ORD200805,3/19/2025,C59278,Laptop,5,$472.01,178 Main St,Gift Card,Cancelled,TRK14590037,10,WINTER15,Email,"$2,360.05"
